orf,strand,frame,start,length,gc_content,stop_codon
orf4413,-,0,1302443,390,0.538,TAG
orf4414,-,1,1304812,345,0.438,TAA
orf4415,-,0,1305722,396,0.467,TGA
orf4416,-,1,1306117,366,0.536,TGA
orf4417,-,0,1307552,630,0.471,TAA
orf4418,-,1,1309330,1329,0.536,TAA
orf4419,-,2,1310679,576,0.582,TAA
orf4420,-,1,1311184,591,0.56,TAA
orf4421,-,1,1311784,801,0.578,TAA
orf4422,-,0,1312592,387,0.537,TGA
orf4423,-,2,1312905,564,0.557,TGA
orf4424,-,1,1312990,696,0.549,TAA
orf4425,-,2,1313682,1149,0.553,TGA
orf4426,-,0,1315739,3963,0.566,TAA
orf4427,-,1,1319206,312,0.577,TGA
orf4428,-,1,1320451,480,0.527,TAA
orf4429,-,0,1321781,1344,0.497,TAA
orf4430,-,1,1324291,360,0.519,TAA
orf4431,-,2,1326861,453,0.534,TAG
orf4432,-,1,1328128,393,0.547,TAA
orf4433,-,0,1329056,414,0.44,TAA
orf4434,-,2,1329471,1326,0.468,TAA
orf4435,-,1,1330789,2019,0.443,TAA
orf4436,-,2,1332816,2424,0.473,TAA
orf4437,-,1,1338994,492,0.335,TAA
orf4438,-,0,1339490,813,0.337,TAA
orf4439,-,2,1341918,690,0.462,TAA
orf4440,-,0,1342604,1335,0.491,TGA
orf4441,-,1,1343113,369,0.474,TAG
orf4442,-,0,1343954,2523,0.513,TGA
orf4443,-,2,1346529,723,0.458,TAA
orf4444,-,1,1347316,561,0.512,TAA
orf4445,-,1,1347919,624,0.319,TAA
orf4446,-,0,1350779,486,0.496,TAA
orf4447,-,0,1352129,1197,0.503,TGA
orf4448,-,2,1354314,456,0.458,TAA
orf4449,-,1,1359187,630,0.559,TAA
orf4450,-,0,1360538,342,0.576,TAG
orf4451,-,1,1360876,360,0.506,TGA
orf4452,-,0,1361987,456,0.564,TAG
orf4453,-,1,1370167,351,0.422,TAA
orf4454,-,1,1372018,1818,0.325,TGA
orf4455,-,1,1380112,312,0.494,TAA
orf4456,-,0,1381505,327,0.419,TGA
orf4457,-,1,1381927,1539,0.585,TAA
orf4458,-,0,1383515,348,0.586,TAA
orf4459,-,1,1383859,381,0.522,TGA
orf4460,-,1,1384315,312,0.487,TGA
orf4461,-,1,1387987,1620,0.328,TAG
orf4462,-,0,1390457,390,0.528,TAA
orf4463,-,1,1391368,336,0.521,TAG
orf4464,-,0,1393511,540,0.537,TGA
orf4465,-,2,1394982,387,0.517,TGA
orf4466,-,1,1395637,342,0.462,TGA
orf4467,-,0,1397783,342,0.33,TGA
orf4468,-,0,1398170,738,0.302,TAA
orf4469,-,1,1400374,486,0.562,TGA
orf4470,-,1,1401616,546,0.524,TGA
orf4471,-,0,1402442,438,0.539,TGA
orf4472,-,1,1403599,858,0.543,TGA
orf4473,-,2,1403733,516,0.545,TGA
orf4474,-,1,1404538,363,0.537,TAA
orf4475,-,0,1404866,330,0.533,TGA
orf4476,-,1,1405456,468,0.496,TGA
orf4477,-,2,1405941,1209,0.533,TAA
orf4478,-,1,1407160,957,0.541,TAA
orf4479,-,2,1408116,813,0.546,TGA
orf4480,-,1,1408852,381,0.522,TGA
orf4481,-,0,1409198,1110,0.541,TAA
orf4482,-,2,1409964,1143,0.544,TAA
orf4483,-,2,1411116,1059,0.502,TAA
orf4484,-,2,1413918,639,0.484,TGA
orf4485,-,0,1414793,501,0.525,TGA
orf4486,-,0,1415300,360,0.514,TAG
orf4487,-,0,1418369,2091,0.516,TGA
orf4488,-,1,1425334,336,0.512,TAA
orf4489,-,2,1427700,504,0.532,TAA
orf4490,-,0,1428635,471,0.372,TAA
orf4491,-,1,1430128,363,0.512,TAA
orf4492,-,2,1431939,888,0.535,TGA
orf4493,-,0,1432826,327,0.52,TAA
orf4494,-,1,1443055,792,0.573,TGA
orf4495,-,2,1444287,342,0.564,TGA
orf4496,-,2,1444836,381,0.564,TAG
orf4497,-,2,1445232,1053,0.569,TAG
orf4498,-,1,1447069,342,0.494,TGA
orf4499,-,2,1451808,312,0.535,TAA
orf4500,-,2,1452144,543,0.554,TAA
orf4501,-,2,1452765,912,0.579,TGA
orf4502,-,2,1455687,423,0.496,TAA
orf4503,-,1,1456066,546,0.458,TGA
orf4504,-,2,1457796,675,0.498,TAA
orf4505,-,1,1459990,834,0.504,TGA
orf4506,-,2,1460850,417,0.42,TAA
orf4507,-,2,1461291,390,0.428,TAA
orf4508,-,1,1461685,651,0.418,TAA
orf4509,-,2,1466925,1158,0.443,TAA
orf4510,-,2,1470804,450,0.558,TGA
orf4511,-,0,1471562,306,0.526,TAA
orf4512,-,1,1472947,375,0.504,TAA
orf4513,-,0,1473404,1068,0.522,TGA
orf4514,-,0,1474802,921,0.528,TAA
orf4515,-,1,1476223,555,0.505,TAA
orf4516,-,2,1477041,576,0.464,TAA
orf4517,-,2,1477620,567,0.51,TAA
orf4518,-,1,1478608,1119,0.524,TAA
orf4519,-,2,1479180,393,0.547,TAA
orf4520,-,0,1480385,378,0.46,TAA
orf4521,-,2,1480704,1047,0.531,TAA
orf4522,-,2,1481856,576,0.476,TAA
orf4523,-,1,1482550,600,0.488,TAA
orf4524,-,1,1483261,1209,0.557,TGA
orf4525,-,1,1486507,399,0.551,TAG
orf4526,-,1,1488256,360,0.542,TAA
orf4527,-,0,1488557,417,0.48,TGA
orf4528,-,2,1489347,660,0.523,TAA
orf4529,-,2,1493286,315,0.603,TGA
orf4530,-,1,1494724,432,0.565,TAG
orf4531,-,0,1496642,351,0.547,TAA
orf4532,-,2,1499358,303,0.505,TGA
orf4533,-,0,1500287,3186,0.558,TAA
orf4534,-,0,1505105,624,0.487,TAG
orf4535,-,1,1506139,366,0.484,TAG
orf4536,-,0,1508456,882,0.554,TGA
orf4537,-,2,1513911,501,0.511,TAA
orf4538,-,1,1516957,312,0.522,TGA
orf4539,-,2,1517679,318,0.547,TAA
orf4540,-,2,1518456,2190,0.499,TGA
orf4541,-,2,1521153,312,0.529,TGA
orf4542,-,0,1522478,384,0.539,TGA
orf4543,-,2,1524306,501,0.485,TAA
orf4544,-,0,1525790,330,0.53,TAA
orf4545,-,0,1527323,711,0.501,TAA
orf4546,-,2,1528536,960,0.532,TAA
orf4547,-,0,1529642,3495,0.548,TAA
orf4548,-,1,1531150,324,0.58,TAG
orf4549,-,2,1533216,1074,0.489,TAA
orf4550,-,0,1534586,399,0.549,TAA
orf4551,-,0,1535258,390,0.549,TGA
orf4552,-,2,1539621,1047,0.512,TAA
orf4553,-,0,1540664,795,0.504,TGA
orf4554,-,2,1541625,1119,0.453,TGA
orf4555,-,0,1543043,345,0.484,TAA
orf4556,-,0,1544663,477,0.426,TAA
orf4557,-,2,1546545,351,0.581,TAA
orf4558,-,0,1547012,462,0.576,TAA
orf4559,-,1,1551511,387,0.53,TAA
orf4560,-,1,1553455,336,0.488,TAA
orf4561,-,0,1554440,300,0.567,TAA
orf4562,-,0,1555148,456,0.572,TGA
orf4563,-,0,1558325,384,0.521,TAA
orf4564,-,0,1559993,312,0.574,TAG
orf4565,-,2,1562535,387,0.579,TAA
orf4566,-,2,1563609,366,0.612,TGA
orf4567,-,0,1563971,369,0.558,TGA
orf4568,-,0,1564394,468,0.618,TGA
orf4569,-,2,1564485,303,0.64,TGA
orf4570,-,2,1564950,894,0.574,TGA
orf4571,-,0,1565663,318,0.594,TGA
orf4572,-,1,1565836,324,0.605,TGA
orf4573,-,0,1566320,408,0.6,TAG
orf4574,-,1,1566595,579,0.596,TGA
orf4575,-,1,1568062,1026,0.562,TAA
orf4576,-,2,1569690,405,0.593,TGA
orf4577,-,2,1570431,345,0.533,TGA
orf4578,-,2,1571292,774,0.576,TAA
orf4579,-,1,1571650,330,0.594,TGA
orf4580,-,1,1572145,306,0.578,TGA
orf4581,-,2,1572552,420,0.567,TAA
orf4582,-,2,1574139,381,0.543,TAA
orf4583,-,2,1574760,300,0.547,TAA
orf4584,-,2,1575864,336,0.631,TGA
orf4585,-,1,1578109,666,0.577,TGA
orf4586,-,0,1582958,330,0.336,TGA
orf4587,-,0,1586045,792,0.542,TAG
orf4588,-,1,1588147,1362,0.403,TAA
orf4589,-,1,1589872,864,0.505,TAG
orf4590,-,0,1590719,1137,0.508,TAA
orf4591,-,0,1592513,318,0.506,TAA
orf4592,-,0,1593380,1131,0.536,TAA
orf4593,-,2,1596582,327,0.477,TAG
orf4594,-,2,1600590,345,0.423,TAA
orf4595,-,2,1605933,315,0.543,TAA
orf4596,-,0,1606343,360,0.517,TAA
orf4597,-,0,1608926,339,0.519,TAA
orf4598,-,2,1610040,1461,0.509,TAA
orf4599,-,0,1611500,672,0.473,TGA
orf4600,-,0,1612340,1371,0.526,TAA
orf4601,-,1,1612906,351,0.55,TGA
orf4602,-,0,1613714,507,0.584,TGA
orf4603,-,1,1614391,1107,0.534,TGA
orf4604,-,2,1614792,306,0.526,TGA
orf4605,-,2,1615551,462,0.504,TAA
orf4606,-,2,1616022,654,0.511,TAA
orf4607,-,2,1616763,663,0.502,TAG
orf4608,-,0,1618211,1143,0.434,TAG
orf4609,-,0,1619912,327,0.434,TGA
orf4610,-,2,1624431,519,0.505,TAA
orf4611,-,1,1624654,339,0.51,TGA
orf4612,-,2,1625103,705,0.512,TAA
orf4613,-,0,1628432,453,0.336,TAA
orf4614,-,0,1629983,360,0.503,TAA
orf4615,-,1,1630201,357,0.529,TAA
orf4616,-,2,1631112,318,0.544,TGA
orf4617,-,0,1632377,399,0.561,TAA
orf4618,-,0,1634495,492,0.61,TAA
orf4619,-,0,1635263,435,0.616,TGA
orf4620,-,2,1636149,552,0.58,TGA
orf4621,-,0,1639166,357,0.594,TAG
orf4622,-,2,1639722,372,0.565,TGA
orf4623,-,1,1641046,300,0.623,TGA
orf4624,-,2,1641609,417,0.568,TGA
orf4625,-,0,1642085,507,0.578,TGA
orf4626,-,2,1644027,405,0.622,TGA
orf4627,-,1,1644337,366,0.568,TGA
orf4628,-,1,1645369,342,0.576,TAA
orf4629,-,0,1646315,1548,0.596,TGA
orf4630,-,1,1646839,339,0.614,TAG
orf4631,-,1,1649737,306,0.618,TGA
orf4632,-,1,1650355,519,0.599,TAG
orf4633,-,1,1653130,891,0.429,TAA
orf4634,-,1,1654039,507,0.396,TAA
orf4635,-,1,1654582,501,0.379,TGA
orf4636,-,2,1655841,669,0.407,TAG
orf4637,-,1,1659505,1485,0.422,TAA
orf4638,-,1,1661176,954,0.434,TAA
orf4639,-,2,1666035,813,0.497,TAA
orf4640,-,0,1666871,696,0.509,TGA
orf4641,-,0,1668557,402,0.43,TAA
orf4642,-,1,1669780,420,0.555,TAG
orf4643,-,1,1670968,918,0.413,TGA
orf4644,-,0,1673120,321,0.502,TGA
orf4645,-,2,1673193,324,0.512,TAA
orf4646,-,2,1673985,537,0.52,TAA
orf4647,-,1,1674661,1542,0.526,TGA
orf4648,-,2,1676748,327,0.55,TGA
orf4649,-,2,1677195,1533,0.498,TAA
orf4650,-,0,1679366,756,0.542,TAA
orf4651,-,1,1681861,1611,0.538,TAA
orf4652,-,2,1683693,915,0.526,TAA
orf4653,-,1,1685506,891,0.531,TGA
orf4654,-,2,1686393,327,0.526,TGA
orf4655,-,0,1687622,366,0.522,TAG
orf4656,-,2,1687872,1971,0.501,TGA
orf4657,-,1,1689868,855,0.523,TAA
orf4658,-,2,1690887,645,0.536,TAG
orf4659,-,2,1691541,624,0.537,TAA
orf4660,-,0,1692296,981,0.54,TGA
orf4661,-,2,1693035,405,0.514,TAA
orf4662,-,1,1693276,1023,0.536,TAA
orf4663,-,2,1694634,1458,0.519,TAA
orf4664,-,0,1695953,366,0.505,TAA
orf4665,-,2,1696638,1419,0.505,TAA
orf4666,-,1,1698067,708,0.541,TAA
orf4667,-,0,1698710,1101,0.528,TAA
orf4668,-,2,1700115,1644,0.496,TGA
orf4669,-,2,1702602,1092,0.511,TAA
orf4670,-,0,1703810,384,0.482,TAA
orf4671,-,2,1705005,1653,0.549,TAA
orf4672,-,1,1706809,1014,0.528,TAA
orf4673,-,1,1707907,852,0.536,TAA
orf4674,-,2,1708758,690,0.503,TAA
orf4675,-,0,1709093,348,0.534,TGA
orf4676,-,0,1714007,1014,0.504,TAA
orf4677,-,2,1716090,1188,0.476,TGA
orf4678,-,1,1718590,354,0.517,TAA
orf4679,-,2,1720524,651,0.519,TGA
orf4680,-,1,1721167,1797,0.534,TAA
orf4681,-,0,1723688,345,0.542,TAA
orf4682,-,0,1724165,366,0.563,TGA
orf4683,-,0,1725008,465,0.544,TGA
orf4684,-,0,1725848,1164,0.558,TGA
orf4685,-,0,1727069,972,0.548,TAA
orf4686,-,2,1728735,339,0.504,TAG
orf4687,-,1,1729603,609,0.548,TGA
orf4688,-,1,1730284,501,0.557,TGA
orf4689,-,0,1731068,453,0.545,TAG
orf4690,-,0,1732826,843,0.479,TAA
orf4691,-,2,1733718,360,0.456,TAA
orf4692,-,1,1737553,414,0.473,TAA
orf4693,-,1,1739488,2676,0.509,TAA
orf4694,-,0,1742750,303,0.512,TGA
orf4695,-,0,1744679,537,0.464,TAA
orf4696,-,1,1749664,330,0.473,TAA
orf4697,-,0,1750028,1461,0.517,TAA
orf4698,-,2,1751859,1134,0.422,TAG
orf4699,-,2,1753413,393,0.473,TGA
orf4700,-,1,1754692,399,0.489,TAA
orf4701,-,2,1755195,540,0.465,TAA
orf4702,-,0,1755764,744,0.495,TAA
orf4703,-,1,1757548,1131,0.463,TGA
orf4704,-,2,1758969,2472,0.496,TAA
orf4705,-,0,1760459,474,0.519,TGA
orf4706,-,1,1762594,408,0.397,TAA
orf4707,-,0,1763315,300,0.457,TAA
orf4708,-,1,1763878,408,0.451,TAA
orf4709,-,0,1764338,363,0.507,TAA
orf4710,-,2,1770051,390,0.577,TGA
orf4711,-,1,1772911,402,0.55,TAA
orf4712,-,0,1774103,351,0.479,TAA
orf4713,-,2,1777269,384,0.529,TAA
orf4714,-,0,1781009,387,0.576,TAA
orf4715,-,0,1782083,366,0.612,TGA
orf4716,-,1,1782445,369,0.558,TGA
orf4717,-,1,1782868,468,0.618,TGA
orf4718,-,0,1782959,303,0.64,TGA
orf4719,-,0,1783424,894,0.574,TGA
orf4720,-,1,1784137,318,0.591,TGA
orf4721,-,2,1784310,324,0.602,TGA
orf4722,-,1,1784794,408,0.596,TAG
orf4723,-,2,1785198,450,0.567,TGA
orf4724,-,0,1786223,387,0.548,TAG
orf4725,-,2,1786536,1023,0.58,TAA
orf4726,-,2,1787706,342,0.558,TAG
orf4727,-,2,1788165,405,0.598,TGA
orf4728,-,2,1788906,345,0.533,TGA
orf4729,-,2,1789767,774,0.576,TAA
orf4730,-,1,1790125,330,0.594,TGA
orf4731,-,1,1790620,306,0.572,TGA
orf4732,-,0,1791131,315,0.556,TGA
orf4733,-,0,1792451,381,0.543,TAA
orf4734,-,0,1793072,300,0.547,TAA
orf4735,-,2,1794558,402,0.57,TGA
orf4736,-,2,1796088,393,0.649,TAG
orf4737,-,1,1796782,327,0.505,TGA
orf4738,-,1,1799152,348,0.595,TGA
orf4739,-,2,1799619,735,0.618,TGA
orf4740,-,1,1801540,1326,0.42,TAA
orf4741,-,1,1803526,693,0.488,TAA
orf4742,-,0,1806572,348,0.546,TAA
orf4743,-,1,1807204,1539,0.585,TAA
orf4744,-,0,1808792,348,0.586,TAA
orf4745,-,1,1809136,381,0.517,TGA
orf4746,-,1,1809856,336,0.339,TAG
orf4747,-,2,1810845,648,0.412,TGA
orf4748,-,0,1815737,549,0.395,TAA
orf4749,-,0,1816289,501,0.431,TGA
orf4750,-,0,1817435,807,0.545,TAA
orf4751,-,1,1818241,1194,0.545,TGA
orf4752,-,2,1819446,1362,0.528,TAA
orf4753,-,2,1820808,1596,0.556,TAA
orf4754,-,0,1822403,1563,0.548,TAA
orf4755,-,2,1828473,591,0.511,TAA
orf4756,-,0,1829060,759,0.518,TGA
orf4757,-,0,1833476,321,0.551,TAA
orf4758,-,2,1839276,591,0.501,TAA
orf4759,-,0,1841240,300,0.503,TGA
orf4760,-,0,1841870,351,0.538,TAG
orf4761,-,1,1844302,750,0.493,TAA
orf4762,-,2,1845462,1986,0.484,TAA
orf4763,-,2,1847682,1935,0.528,TAA
orf4764,-,1,1849684,1128,0.51,TAA
orf4765,-,2,1850955,789,0.532,TAA
orf4766,-,0,1859186,387,0.501,TGA
orf4767,-,2,1859760,807,0.514,TAG
orf4768,-,1,1860568,993,0.503,TGA
orf4769,-,2,1861560,891,0.572,TAA
orf4770,-,1,1862437,966,0.512,TAG
orf4771,-,2,1863399,1644,0.543,TGA
orf4772,-,1,1865734,1386,0.532,TAA
orf4773,-,2,1867422,1419,0.529,TAG
orf4774,-,2,1870122,327,0.492,TGA
orf4775,-,2,1872213,366,0.579,TGA
orf4776,-,2,1872837,393,0.578,TAA
orf4777,-,1,1873327,402,0.57,TAA
orf4778,-,0,1874753,978,0.521,TAG
orf4779,-,0,1875881,369,0.496,TGA
orf4780,-,1,1882843,753,0.571,TAA
orf4781,-,2,1884288,432,0.523,TAA
orf4782,-,1,1884373,447,0.55,TAA
orf4783,-,2,1884882,495,0.554,TGA
orf4784,-,1,1890199,318,0.503,TAA
orf4785,-,2,1890777,999,0.452,TAA
orf4786,-,1,1896118,507,0.515,TAA
orf4787,-,2,1897683,729,0.549,TGA
orf4788,-,0,1898702,651,0.425,TAA
orf4789,-,1,1899361,624,0.489,TGA
orf4790,-,0,1899923,369,0.474,TAA
orf4791,-,1,1900291,933,0.487,TAA
orf4792,-,0,1901324,363,0.515,TAA
orf4793,-,1,1904248,1032,0.436,TAA
orf4794,-,0,1905830,951,0.504,TAA
orf4795,-,2,1906932,795,0.504,TGA
orf4796,-,0,1907879,516,0.531,TAA
orf4797,-,1,1908388,351,0.487,TGA
orf4798,-,2,1908405,693,0.489,TAA
orf4799,-,0,1909208,891,0.54,TGA
orf4800,-,1,1910095,327,0.541,TGA
orf4801,-,0,1910447,804,0.504,TAA
orf4802,-,0,1911281,1446,0.522,TAA
orf4803,-,1,1911301,315,0.521,TGA
orf4804,-,1,1912726,1326,0.554,TGA
orf4805,-,2,1916034,1293,0.471,TAA
orf4806,-,2,1918026,309,0.511,TAA
orf4807,-,1,1920484,936,0.493,TAA
orf4808,-,1,1921471,1236,0.439,TAG
orf4809,-,1,1923454,867,0.463,TAA
orf4810,-,0,1924256,2601,0.498,TAA
orf4811,-,1,1926958,324,0.389,TGA
orf4812,-,1,1929214,420,0.405,TAA
orf4813,-,2,1931106,501,0.553,TGA
orf4814,-,1,1933942,390,0.464,TGA
orf4815,-,2,1936107,990,0.318,TAA
orf4816,-,0,1937096,1392,0.353,TGA
orf4817,-,0,1941233,582,0.522,TAA
orf4818,-,2,1944567,384,0.529,TAA
orf4819,-,0,1948307,387,0.579,TAA
orf4820,-,0,1949381,366,0.612,TGA
orf4821,-,1,1949743,369,0.558,TGA
orf4822,-,1,1950166,468,0.618,TGA
orf4823,-,0,1950257,303,0.64,TGA
orf4824,-,0,1950722,894,0.574,TGA
orf4825,-,1,1951435,318,0.594,TGA
orf4826,-,2,1951608,324,0.605,TGA
orf4827,-,1,1952092,408,0.596,TAG
orf4828,-,2,1952496,450,0.567,TGA
orf4829,-,0,1953833,1023,0.569,TAA
orf4830,-,0,1955003,342,0.564,TAG
orf4831,-,0,1955462,405,0.595,TGA
orf4832,-,2,1957074,774,0.578,TAA
orf4833,-,1,1957312,450,0.589,TGA
orf4834,-,2,1957926,306,0.572,TGA
orf4835,-,1,1960378,372,0.554,TAA
orf4836,-,0,1960505,342,0.594,TGA
orf4837,-,1,1961482,336,0.634,TGA
orf4838,-,1,1962022,693,0.577,TAA
orf4839,-,2,1962039,645,0.578,TGA
orf4840,-,1,1962898,315,0.594,TGA
orf4841,-,2,1963536,987,0.534,TAA
orf4842,-,2,1965651,339,0.637,TAG
orf4843,-,1,1965889,657,0.609,TGA
orf4844,-,2,1967043,315,0.502,TGA
orf4845,-,1,1968652,348,0.592,TGA
orf4846,-,2,1969119,831,0.597,TGA
orf4847,-,2,1972707,435,0.487,TGA
orf4848,-,0,1973282,768,0.478,TAA
orf4849,-,2,1974024,372,0.441,TGA
orf4850,-,0,1974761,3525,0.536,TAA
orf4851,-,2,1978356,408,0.5,TAA
orf4852,-,1,1978822,423,0.47,TAA
orf4853,-,2,1979355,990,0.503,TAA
orf4854,-,0,1981319,444,0.547,TGA
orf4855,-,0,1982582,336,0.503,TAA
orf4856,-,1,1983076,318,0.45,TAA
orf4857,-,0,1987859,570,0.523,TAA
orf4858,-,0,1988963,327,0.578,TAA
orf4859,-,2,1998084,606,0.515,TAA
orf4860,-,0,2000222,567,0.557,TAG
orf4861,-,0,2002229,345,0.533,TGA
orf4862,-,1,2006119,456,0.507,TGA
orf4863,-,0,2006564,318,0.522,TGA
orf4864,-,1,2007220,1002,0.478,TGA
orf4865,-,1,2010973,438,0.534,TAA
orf4866,-,2,2011656,924,0.506,TGA
orf4867,-,0,2014889,372,0.489,TGA
orf4868,-,0,2015633,450,0.522,TAA
orf4869,-,0,2016977,981,0.48,TGA
orf4870,-,0,2020670,1266,0.53,TAA
orf4871,-,2,2022573,741,0.52,TAA
orf4872,-,2,2023371,333,0.489,TGA
orf4873,-,1,2027500,627,0.518,TAA
orf4874,-,2,2030613,318,0.544,TAG
orf4875,-,1,2031427,303,0.538,TAA
orf4876,-,1,2033644,450,0.52,TAA
orf4877,-,2,2034090,753,0.511,TGA
orf4878,-,1,2034787,372,0.535,TAA
orf4879,-,1,2036725,2103,0.516,TAA
orf4880,-,0,2040245,1545,0.517,TAA
orf4881,-,0,2043830,327,0.541,TGA
orf4882,-,0,2044949,774,0.53,TGA
orf4883,-,0,2046746,387,0.649,TGA
orf4884,-,0,2047673,792,0.621,TAA
orf4885,-,0,2048681,846,0.635,TAG
orf4886,-,0,2052518,444,0.509,TAA
orf4887,-,1,2054200,894,0.52,TGA
orf4888,-,1,2055172,681,0.527,TAA
orf4889,-,0,2055395,306,0.529,TGA
orf4890,-,2,2055849,696,0.559,TGA
orf4891,-,1,2056411,324,0.543,TAA
orf4892,-,0,2056544,1545,0.542,TAA
orf4893,-,1,2058085,3741,0.545,TGA
orf4894,-,1,2061907,1389,0.493,TAA
orf4895,-,2,2063601,1260,0.329,TAA
orf4896,-,0,2064923,669,0.345,TAA
orf4897,-,1,2065678,504,0.317,TGA
orf4898,-,1,2066350,1101,0.442,TAA
orf4899,-,1,2067709,882,0.506,TAA
orf4900,-,1,2068996,894,0.529,TAG
orf4901,-,1,2070235,1176,0.544,TGA
orf4902,-,1,2071846,915,0.551,TAA
orf4903,-,0,2072675,315,0.492,TAA
orf4904,-,0,2073026,324,0.506,TAA
orf4905,-,1,2073640,363,0.496,TAA
orf4906,-,0,2074070,1041,0.528,TAA
orf4907,-,2,2075214,1725,0.519,TAA
orf4908,-,2,2077887,333,0.517,TGA
orf4909,-,0,2078354,741,0.559,TAG
orf4910,-,2,2079273,987,0.543,TGA
orf4911,-,0,2080256,897,0.535,TGA
orf4912,-,1,2081149,615,0.545,TGA
orf4913,-,1,2082172,1551,0.506,TAA
orf4914,-,0,2083736,582,0.531,TAA
orf4915,-,1,2084575,954,0.498,TGA
orf4916,-,2,2085723,1266,0.51,TGA
orf4917,-,0,2085821,330,0.518,TGA
orf4918,-,2,2086989,1383,0.446,TAG
orf4919,-,1,2088748,1320,0.521,TAA
orf4920,-,0,2090198,1536,0.483,TAA
orf4921,-,1,2091889,1431,0.531,TGA
orf4922,-,1,2093650,2796,0.465,TAA
orf4923,-,2,2096490,2373,0.46,TAA
orf4924,-,1,2098900,1686,0.434,TAA
orf4925,-,2,2100876,1158,0.39,TAA
orf4926,-,2,2102085,1683,0.443,TAA
orf4927,-,1,2104171,762,0.392,TGA
orf4928,-,2,2105451,2280,0.5,TAA
orf4929,-,2,2108064,915,0.446,TAA
orf4930,-,0,2109038,504,0.446,TAA
orf4931,-,0,2109554,531,0.456,TAA
orf4932,-,2,2110098,2652,0.444,TAA
orf4933,-,0,2112791,720,0.46,TAA
orf4934,-,0,2113862,564,0.468,TAA
orf4935,-,2,2115399,981,0.477,TAA
orf4936,-,1,2116579,1401,0.53,TAA
orf4937,-,2,2117976,4032,0.493,TGA
orf4938,-,0,2122538,1593,0.521,TAG
orf4939,-,0,2124209,954,0.51,TAA
orf4940,-,1,2125642,363,0.526,TAA
orf4941,-,2,2125674,432,0.537,TAA
orf4942,-,1,2132029,915,0.482,TGA
orf4943,-,2,2133141,1113,0.521,TAA
orf4944,-,1,2134819,1419,0.488,TGA
orf4945,-,1,2136376,360,0.522,TGA
orf4946,-,2,2136735,915,0.513,TAA
orf4947,-,2,2137725,1413,0.522,TGA
orf4948,-,1,2139574,375,0.536,TGA
orf4949,-,0,2141606,474,0.504,TAA
orf4950,-,2,2142654,666,0.505,TAA
orf4951,-,2,2144649,921,0.499,TAA
orf4952,-,1,2146276,324,0.494,TGA
orf4953,-,2,2146971,396,0.518,TAA
orf4954,-,0,2148854,891,0.444,TAA
orf4955,-,1,2149999,393,0.461,TAA
orf4956,-,2,2150784,324,0.531,TGA
orf4957,-,0,2151230,2046,0.499,TAA
orf4958,-,1,2154388,378,0.519,TGA
orf4959,-,0,2155349,1461,0.5,TAA
orf4960,-,2,2156898,1284,0.47,TAA
orf4961,-,1,2158717,642,0.368,TAA
orf4962,-,1,2159440,630,0.4,TGA
orf4963,-,1,2160142,576,0.424,TGA
orf4964,-,2,2160831,390,0.505,TAG
orf4965,-,0,2161514,810,0.583,TAA
orf4966,-,1,2161612,345,0.588,TAG
orf4967,-,2,2162388,600,0.568,TGA
orf4968,-,1,2163055,3414,0.572,TGA
orf4969,-,1,2166775,678,0.609,TGA
orf4970,-,0,2167862,402,0.577,TGA
orf4971,-,2,2168103,699,0.578,TAA
orf4972,-,0,2168801,330,0.576,TGA
orf4973,-,1,2169127,2613,0.58,TGA
orf4974,-,0,2171720,414,0.563,TGA
orf4975,-,1,2172160,423,0.494,TGA
orf4976,-,0,2172596,753,0.551,TAA
orf4977,-,2,2173356,396,0.528,TGA
orf4978,-,0,2173748,534,0.521,TGA
orf4979,-,2,2174661,438,0.568,TAA
orf4980,-,0,2175101,1026,0.563,TAA
orf4981,-,2,2176182,339,0.59,TAA
orf4982,-,2,2176524,1281,0.609,TAA
orf4983,-,1,2177824,1602,0.584,TAA
orf4984,-,2,2179017,348,0.578,TGA
orf4985,-,0,2179625,1746,0.539,TGA
orf4986,-,2,2181525,546,0.504,TGA
orf4987,-,0,2182763,315,0.492,TAA
orf4988,-,2,2183541,459,0.527,TGA
orf4989,-,1,2184157,570,0.465,TGA
orf4990,-,1,2184997,534,0.549,TAA
orf4991,-,2,2185581,345,0.472,TGA
orf4992,-,0,2186627,1809,0.558,TGA
orf4993,-,0,2188913,432,0.512,TGA
orf4994,-,0,2189795,714,0.438,TGA
orf4995,-,0,2190644,321,0.486,TGA
orf4996,-,1,2191066,555,0.452,TGA
orf4997,-,2,2191683,306,0.52,TAG
orf4998,-,2,2192001,1083,0.541,TAA
orf4999,-,0,2193446,345,0.438,TAA
orf5000,-,2,2194356,558,0.502,TGA
orf5001,-,1,2196103,717,0.551,TGA
orf5002,-,1,2196853,663,0.569,TGA
orf5003,-,0,2197307,1044,0.54,TGA
orf5004,-,1,2198419,498,0.522,TGA
orf5005,-,0,2204276,891,0.54,TGA
orf5006,-,1,2205163,327,0.541,TGA
orf5007,-,2,2205696,777,0.55,TGA
orf5008,-,0,2208932,423,0.522,TGA
orf5009,-,1,2209504,651,0.352,TAA
orf5010,-,2,2210865,531,0.429,TGA
orf5011,-,0,2211554,390,0.508,TAG
orf5012,-,2,2211825,1224,0.596,TGA
orf5013,-,0,2212337,345,0.588,TAG
orf5014,-,1,2213113,600,0.568,TGA
